Service Request No,original_address_field,st_num_x,st_dir_x,st_name,Location,Created Date,Status Date,Status,Vehicle Make/Model,License Plate Number,Pound assigned inventory number,City X Coordinate,City Y Coordinate,Vehicle Body Style,impound_date,date,X Coordinate,Y Coordinate,X,Y,iss_dt_tim,st_num_y,st_dir_y,st_nm,st_name_edit,address,lcns_plt_s,viol_cd,viol_desc,rpt_dstrct,vhcl_make,fine_lvl,tckt_que,year,on_route,datetime,penalty
16-00350629,1319 N MILWAUKEE AVE,1319,N,MILWAUKEE AVE,1319 N MILWAUKEE AVE,1/19/2016 0:00,1/28/2016 0:00,Completed,Ford,ATT4623,6838700,1164790.31,1908915.587,Carryall,1/18/2016,1/18/2016,-87.67010513,41.90567442,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-00350630,2027 W DIVISION ST,2027,W,DIVISION ST,2027 W DIVISION ST,1/19/2016 0:00,1/28/2016 0:00,Completed,Mercedes,Z510269,6838701,1162668.86,1907989.9,Carryall,1/18/2016,1/18/2016,-87.67792392,41.90317901,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-00350631,2641 W DIVISION ST,2641,W,DIVISION ST,2641 W DIVISION ST,1/19/2016 0:00,1/28/2016 0:00,Completed,Ford,AE94029,6838702,1158572.794,1907879.073,Carryall,1/18/2016,1/18/2016,-87.69297266,41.90295978,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-00350619,1561 N MILWAUKEE AVE,1561,N,MILWAUKEE AVE,1561 N MILWAUKEE AVE,1/19/2016 0:00,1/28/2016 0:00,Completed,Buick,K124762,6838703,1162984.718,1910439.942,Sedan 4 Door,1/18/2016,1/18/2016,-87.67669482,41.90989548,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-00350620,1514 N MILWAUKEE AVE,1514,N,MILWAUKEE AVE,1514 N MILWAUKEE AVE,1/19/2016 0:00,1/28/2016 0:00,Completed,Kia Motors Corp,970XPZ,6838704,1163286.72,1910182.06,Sedan 4 Door,1/18/2016,1/18/2016,-87.67559265,41.90918148,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-00363893,1253 W DEVON AVE,1253,W,DEVON AVE,1253 W DEVON AVE,1/20/2016 0:00,1/28/2016 0:00,Completed,Chrysler,K239904,6838705,1166667.457,1942637.589,Sedan 4 Door,1/18/2016,1/18/2016,-87.66223977,41.99816901,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-00350633,1511 W DEVON AVE,1511,W,DEVON AVE,1511 W DEVON AVE,1/19/2016 0:00,1/28/2016 0:00,Completed,Hyundai,1BT7276,6838707,1165009.01,1942601.063,Sedan 4 Door,1/18/2016,1/18/2016,-87.66834166,41.99810429,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-00350636,2383 N MILWAUKEE AVE,2383,N,MILWAUKEE AVE,2383 N MILWAUKEE AVE,1/19/2016 0:00,1/28/2016 0:00,Completed,Toyota,R174013,6838709,1156620.518,1915709.755,Sedan 4 Door,1/18/2016,1/18/2016,-87.69993133,41.92448758,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-00350597,2142 N MILWAUKEE AVE,2142,N,MILWAUKEE AVE,2142 N MILWAUKEE AVE,1/19/2016 0:00,1/28/2016 0:00,Completed,Subaru,P253225,6838710,1158580.119,1914126.479,Carryall,1/18/2016,1/18/2016,-87.69277437,41.92010301,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-00350644,3243 N MILWAUKEE AVE,3243,N,MILWAUKEE AVE,3243 N MILWAUKEE AVE,1/19/2016 0:00,1/28/2016 0:00,Completed,Mercedes,H844884,6838711,1149663.882,1921315.222,Sedan 4 Door,1/18/2016,1/18/2016,-87.72534708,41.94000763,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-00350598,1733 N CENTRAL AVE,1733,N,CENTRAL AVE,1733 N CENTRAL AVE,1/19/2016 0:00,1/28/2016 0:00,Completed,Volkswagen,N542269,6838712,1138776.615,1911103.35,Sedan 4 Door,1/18/2016,1/18/2016,-87.76561026,41.91219006,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-00350599,5969 W MADISON ST,5969,W,MADISON ST,5969 W MADISON ST,1/19/2016 0:00,1/28/2016 0:00,Completed,Volvo,P865486,6838713,1136579.175,1899394.092,Sedan 4 Door,1/18/2016,1/18/2016,-87.77396363,41.880098,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-00350600,3413 N MILWAUKEE AVE,3413,N,MILWAUKEE AVE,3413 N MILWAUKEE AVE,1/19/2016 0:00,1/28/2016 0:00,Completed,Honda,MEOWAA,6838714,1148160.122,1922525.323,Sedan 4 Door,1/18/2016,1/18/2016,-87.73084267,41.94335738,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-00350601,4209 W DIVISION ST,4209,W,DIVISION ST,4209 W DIVISION ST,1/19/2016 0:00,1/28/2016 0:00,Completed,Chevrolet,L407159,6838715,1148099.588,1907668.034,Carryall,1/18/2016,1/18/2016,-87.73144845,41.90258876,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-00350602,5835 W MADISON ST,5835,W,MADISON ST,5835 W MADISON ST,1/19/2016 0:00,1/28/2016 0:00,Completed,Volkswagen,E759162,6838716,1137360.73,1899416.285,Sedan 4 Door,1/18/2016,1/18/2016,-87.77109327,41.88014488,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-00350645,3426 N MILWAUKEE AVE,3426,N,MILWAUKEE AVE,3426 N MILWAUKEE AVE,1/19/2016 0:00,1/28/2016 0:00,Completed,Subaru,925LFB,6838717,1148069.03,1922598.85,Sedan 4 Door,1/18/2016,1/18/2016,-87.73117558,41.9435609,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-00350646,5004 W MADISON ST,5004,W,MADISON ST,5004 W MADISON ST,1/19/2016 0:00,1/28/2016 0:00,Completed,Chevrolet,Z398217,6838721,1143030.14,1899559.348,Sedan 4 Door,1/18/2016,1/18/2016,-87.75027201,41.88043366,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-00350607,4014 N MILWAUKEE AVE,4014,N,MILWAUKEE AVE,4014 N MILWAUKEE AVE,1/19/2016 0:00,1/28/2016 0:00,Completed,Volvo,ARIISE,6838722,1143534.225,1926258.727,Sedan 4 Door,1/18/2016,1/18/2016,-87.74775163,41.95369014,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-00350608,4325 N MILWAUKEE AVE,4325,N,MILWAUKEE AVE,4325 N MILWAUKEE AVE,1/19/2016 0:00,1/28/2016 0:00,Completed,Toyota,Z751253,6838723,1141962.754,1928356.299,Sedan 4 Door,1/18/2016,1/18/2016,-87.75347642,41.95947538,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-00350637,2414 W FOSTER AVE,2414,W,FOSTER AVE,2414 W FOSTER AVE,1/19/2016 0:00,1/28/2016 0:00,Completed,Nissan,Z554516,6838725,1159260.523,1934460.575,Sedan 4 Door,1/18/2016,1/18/2016,-87.68971342,41.97588701,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-00350638,2244 W MADISON ST,2244,W,MADISON ST,2244 W MADISON ST,1/19/2016 0:00,1/28/2016 0:00,Completed,Toyota,X595183,6838726,1161454.198,1899979.515,Carryall,1/18/2016,1/18/2016,-87.68260876,41.88122323,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-00350639,833 W MADISON ST,833,W,MADISON ST,833 W MADISON ST,1/19/2016 0:00,1/28/2016 0:00,Completed,Acura,ARFV30,6838727,1170728.041,1900247.79,Carryall,1/18/2016,1/18/2016,-87.64854803,41.88176139,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-00350640,3433 W MADISON ST,3433,W,MADISON ST,3433 W MADISON ST,1/19/2016 0:00,1/28/2016 0:00,Completed,Toyota,E978814,6838728,1153485.213,1899804.812,Carryall,1/18/2016,1/18/2016,-87.7118752,41.88090591,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-00350647,835 W MADISON ST,835,W,MADISON ST,835 W MADISON ST,1/19/2016 0:00,1/28/2016 0:00,Completed,Honda,Z227115,6838729,1170718.541,1900247.49,Sedan 4 Door,1/18/2016,1/18/2016,-87.64858292,41.88176078,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-00350642,4441 N MILWAUKEE AVE,4441,N,MILWAUKEE AVE,4441 N MILWAUKEE AVE,1/19/2016 0:00,1/28/2016 0:00,Completed,Dodge,S363401,6838730,1141454.408,1929131.615,Sedan 4 Door,1/18/2016,1/18/2016,-87.75532611,41.96161234,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-00350643,2719 W FOSTER AVE,2719,W,FOSTER AVE,2719 W FOSTER AVE,1/19/2016 0:00,1/28/2016 0:00,Completed,Nissan,Z430141,6838731,1157292.32,1934426.367,Carryall,1/18/2016,1/18/2016,-87.69695219,41.9758335,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-00363460,1083 N MILWAUKEE AVE,1083,N,MILWAUKEE AVE,1083 N MILWAUKEE AVE,1/20/2016 0:00,1/28/2016 0:00,Completed,Honda,856NLK,6838797,1166628.21,1907363.13,Sedan 4 Door,1/19/2016,1/19/2016,-87.66339845,41.90137518,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-00363461,1174 N MILWAUKEE AVE,1174,N,MILWAUKEE AVE,1174 N MILWAUKEE AVE,1/20/2016 0:00,1/28/2016 0:00,Completed,Hyundai,H311425,6838798,1165938.223,1907948.204,Sedan 4 Door,1/19/2016,1/19/2016,-87.66591611,41.90299543,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-00363462,157 W DIVISION ST,157,W,DIVISION ST,157 W DIVISION ST,1/20/2016 0:00,1/28/2016 0:00,Completed,Chevrolet,Z476376,6838799,1174795.788,1908337.892,Van,1/19/2016,1/19/2016,-87.63336916,41.90387104,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-00363463,1504 W DIVISION ST,1504,W,DIVISION ST,1504 W DIVISION ST,1/20/2016 0:00,1/28/2016 0:00,Completed,Hyundai,P411379,6838800,1166131.22,1908086.479,Sedan 4 Door,1/19/2016,1/19/2016,-87.66520324,41.90337074,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-00363464,1408 N MILWAUKEE AVE,1408,N,MILWAUKEE AVE,1408 N MILWAUKEE AVE,1/20/2016 0:00,1/28/2016 0:00,Completed,Jeep/Cherokee,K801070,6838801,1164022.981,1909561.061,Carryall,1/19/2016,1/19/2016,-87.67290553,41.90746189,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-00363465,1554 N MILWAUKEE AVE,1554,N,MILWAUKEE AVE,1554 N MILWAUKEE AVE,1/20/2016 0:00,1/28/2016 0:00,Completed,Honda,Z197864,6838802,1163029.718,1910401.542,Sedan 4 Door,1/19/2016,1/19/2016,-87.67653059,41.90978916,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-00363466,1458 W DIVISION ST,1458,W,DIVISION ST,1458 W DIVISION ST,1/20/2016 0:00,1/28/2016 0:00,Completed,Volkswagen,6HUJ124,6838803,1166379.697,1908092.512,Sedan 4 Door,1/19/2016,1/19/2016,-87.66429036,41.90338198,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-00363467,1504 W DIVISION ST,1504,W,DIVISION ST,1504 W DIVISION ST,1/20/2016 0:00,1/28/2016 0:00,Completed,Toyota,E106906,6838804,1166131.22,1908086.479,Sedan 4 Door,1/19/2016,1/19/2016,-87.66520324,41.90337074,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-00363469,1822 N MILWAUKEE AVE,1822,N,MILWAUKEE AVE,1822 N MILWAUKEE AVE,1/20/2016 0:00,1/28/2016 0:00,Completed,Honda,GUF6051,6838805,1161037.21,1912095.88,Sedan 4 Door,1/19/2016,1/19/2016,-87.68380309,41.91448018,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-00363470,1508 W DIVISION ST,1508,W,DIVISION ST,1508 W DIVISION ST,1/20/2016 0:00,1/28/2016 0:00,Completed,Lexus,E380963,6838806,1166088.12,1908085.579,Carryall,1/19/2016,1/19/2016,-87.66536158,41.90336919,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-00363471,1543 W DIVISION ST,1543,W,DIVISION ST,1543 W DIVISION ST,1/20/2016 0:00,1/28/2016 0:00,Completed,Toyota,V489828,6838807,1165747.886,1908078.462,Sedan 4 Door,1/19/2016,1/19/2016,-87.66661153,41.90335692,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-00363473,2932 N MILWAUKEE AVE,2932,N,MILWAUKEE AVE,2932 N MILWAUKEE AVE,1/20/2016 0:00,1/28/2016 0:00,Completed,Ford,49762FF,6838808,1152135.948,1919327.067,Carryall,1/19/2016,1/19/2016,-87.71631399,41.9345035,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-00363474,4325 N MILWAUKEE AVE,4325,N,MILWAUKEE AVE,4325 N MILWAUKEE AVE,1/20/2016 0:00,1/28/2016 0:00,Completed,Hyundai,225MD,6838809,1141962.754,1928356.299,Carryall,1/19/2016,1/19/2016,-87.75347642,41.95947538,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-00363475,1543 W DIVISION ST,1543,W,DIVISION ST,1543 W DIVISION ST,1/20/2016 0:00,1/28/2016 0:00,Completed,Honda,GJV7927,6838810,1165747.886,1908078.462,Sedan 4 Door,1/19/2016,1/19/2016,-87.66661153,41.90335692,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-00363476,1636 W DIVISION ST,1636,W,DIVISION ST,1636 W DIVISION ST,1/20/2016 0:00,1/28/2016 0:00,Completed,Nissan,Y915037,6838811,1165144.84,1908062.185,Sedan 4 Door,1/19/2016,1/19/2016,-87.6688271,41.9033251,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-00363407,1911 W DIVISION ST,1911,W,DIVISION ST,1911 W DIVISION ST,1/20/2016 0:00,1/28/2016 0:00,Completed,Chevrolet,S990847,6838812,1163395.526,1908011.613,Sedan 4 Door,1/19/2016,1/19/2016,-87.67525412,41.90322333,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-00363408,1438 N CENTRAL AVE,1438,N,CENTRAL AVE,1438 N CENTRAL AVE,1/20/2016 0:00,1/28/2016 0:00,Completed,Jeep/Cherokee,S388122,6838813,1138736.402,1909012.225,Carryall,1/19/2016,1/19/2016,-87.76580883,41.9064525,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-00363410,1505 W MADISON ST,1505,W,MADISON ST,1505 W MADISON ST,1/20/2016 0:00,1/28/2016 0:00,Completed,Volkswagen,2531100,6838814,1166360.777,1900112.86,Station Wagon,1/19/2016,1/19/2016,-87.66458831,41.88148564,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-00363416,3018 N CENTRAL AVE,3018,N,CENTRAL AVE,3018 N CENTRAL AVE,1/20/2016 0:00,1/28/2016 0:00,Completed,Ford,564GAV,6838819,1138510.523,1919508.561,Carryall,1/19/2016,1/19/2016,-87.76638367,41.93525971,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-00385250,1114 N MILWAUKEE AVE,1114,N,MILWAUKEE AVE,1114 N MILWAUKEE AVE,1/21/2016 0:00,1/28/2016 0:00,Completed,Honda,JXA414,6838840,1166343.58,1907603.968,Sedan 4 Door,1/20/2016,1/20/2016,-87.66443702,41.90204216,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-00385269,1633 W DIVISION ST,1633,W,DIVISION ST,1633 W DIVISION ST,1/21/2016 0:00,1/28/2016 0:00,Completed,Hyundai,Z775377,6838841,1165159.34,1908062.685,Sedan 4 Door,1/20/2016,1/20/2016,-87.66877383,41.90332616,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-00385271,2014 W DIVISION ST,2014,W,DIVISION ST,2014 W DIVISION ST,1/21/2016 0:00,1/28/2016 0:00,Completed,Hyundai,H821580,6838842,1162756.16,1907992.7,Sedan 4 Door,1/20/2016,1/20/2016,-87.67760317,41.90318487,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-00385272,1152 N MILWAUKEE AVE,1152,N,MILWAUKEE AVE,1152 N MILWAUKEE AVE,1/21/2016 0:00,1/28/2016 0:00,Completed,Ford,WEIGER2,6838843,1166075.123,1907832.704,Sedan 4 Door,1/20/2016,1/20/2016,-87.66541655,41.90267556,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-00385273,1467 N MILWAUKEE AVE,1467,N,MILWAUKEE AVE,1467 N MILWAUKEE AVE,1/21/2016 0:00,1/28/2016 0:00,Completed,Toyota,E761948,6838844,1163810.961,1909739.332,Carryall,1/20/2016,1/20/2016,-87.67367934,41.90795556,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-00385274,1635 W DIVISION ST,1635,W,DIVISION ST,1635 W DIVISION ST,1/21/2016 0:00,1/28/2016 0:00,Completed,Dodge,L922400,6838845,1165149.74,1908062.385,Van,1/20/2016,1/20/2016,-87.6688091,41.90332554,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-00385275,2606 W DIVISION ST,2606,W,DIVISION ST,2606 W DIVISION ST,1/21/2016 0:00,1/28/2016 0:00,Completed,Volkswagen,G222486,6838846,1158809.994,1907883.473,Sedan 4 Door,1/20/2016,1/20/2016,-87.69210125,41.902967,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-00385276,1144 N MILWAUKEE AVE,1144,N,MILWAUKEE AVE,1144 N MILWAUKEE AVE,1/21/2016 0:00,1/28/2016 0:00,Completed,Jeep/Cherokee,E791935,6838847,1166131.623,1907784.504,Carryall,1/20/2016,1/20/2016,-87.6652104,41.90254209,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-00385277,1552 N MILWAUKEE AVE,1552,N,MILWAUKEE AVE,1552 N MILWAUKEE AVE,1/21/2016 0:00,1/28/2016 0:00,Completed,Honda,N545906,6838848,1163042.518,1910390.542,Sedan 4 Door,1/20/2016,1/20/2016,-87.67648387,41.90975871,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-00385278,2649 W DIVISION ST,2649,W,DIVISION ST,2649 W DIVISION ST,1/21/2016 0:00,1/28/2016 0:00,Completed,Subaru,1993737,6838849,1158518.594,1907878.073,Sedan 4 Door,1/20/2016,1/20/2016,-87.69317177,41.90295815,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-00385279,3713 W DIVISION ST,3713,W,DIVISION ST,3713 W DIVISION ST,1/21/2016 0:00,1/28/2016 0:00,Completed,Saturn,5576589,6838850,1151358.29,1907742.528,Sedan 4 Door,1/20/2016,1/20/2016,-87.71947664,41.90272981,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-00385281,1559 N MILWAUKEE AVE,1559,N,MILWAUKEE AVE,1559 N MILWAUKEE AVE,1/21/2016 0:00,1/28/2016 0:00,Completed,Honda,UH7217,6838851,1162997.618,1910428.942,Sedan 4 Door,1/20/2016,1/20/2016,-87.67664774,41.90986502,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-00385284,1558 N MILWAUKEE AVE,1558,N,MILWAUKEE AVE,1558 N MILWAUKEE AVE,1/21/2016 0:00,1/28/2016 0:00,Completed,Dodge,E736189,6838854,1163004.018,1910423.442,Sedan 4 Door,1/20/2016,1/20/2016,-87.67662438,41.9098498,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-00385285,2509 N MILWAUKEE AVE,2509,N,MILWAUKEE AVE,2509 N MILWAUKEE AVE,1/21/2016 0:00,1/28/2016 0:00,Completed,Chevrolet,RIOS9WS,6838855,1155532.553,1916590.469,Carryall,1/20/2016,1/20/2016,-87.70390524,41.92692631,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-00385286,1008 N CENTRAL AVE,1008,N,CENTRAL AVE,1008 N CENTRAL AVE,1/21/2016 0:00,1/28/2016 0:00,Completed,Dodge,S940312,6838856,1138830.18,1906194.684,Van,1/20/2016,1/20/2016,-87.76553284,41.89871912,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-00385287,743 N CENTRAL AVE,743,N,CENTRAL AVE,743 N CENTRAL AVE,1/21/2016 0:00,1/28/2016 0:00,Completed,Pontiac,E216348,6838857,1138891.319,1904389.116,Sedan 4 Door,1/20/2016,1/20/2016,-87.76535218,41.89376331,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-00385288,3717 W DIVISION ST,3717,W,DIVISION ST,3717 W DIVISION ST,1/21/2016 0:00,1/28/2016 0:00,Completed,Ford,R165759,6838858,1151318.04,1907741.776,Carryall,1/20/2016,1/20/2016,-87.71962451,41.90272854,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-00385289,39 N CENTRAL AVE,39,N,CENTRAL AVE,39 N CENTRAL AVE,1/21/2016 0:00,1/28/2016 0:00,Completed,Chevrolet,Y711096,6838859,1139048.557,1899746.604,Sedan 4 Door,1/20/2016,1/20/2016,-87.76488764,41.88102081,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-00385207,4660 N MILWAUKEE AVE,4660,N,MILWAUKEE AVE,4660 N MILWAUKEE AVE,1/21/2016 0:00,1/28/2016 0:00,Completed,Ford,DAV7347,6838860,1140613.292,1930412.851,Sedan 4 Door,1/20/2016,1/20/2016,-87.75838696,41.96514369,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-00385208,139 S CENTRAL AVE,139,S,CENTRAL AVE,139 S CENTRAL AVE,1/21/2016 0:00,1/28/2016 0:00,Completed,Acura,Z546839,6838861,1139080.848,1898755.58,Sedan 4 Door,1/20/2016,1/20/2016,-87.76479317,41.87830073,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-00385209,3337 W MADISON ST,3337,W,MADISON ST,3337 W MADISON ST,1/21/2016 0:00,1/28/2016 0:00,Completed,Nissan,S662888,6838862,1154148.259,1899819.669,Sedan 4 Door,1/20/2016,1/20/2016,-87.70944014,41.88093348,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-00406417,1152 N MILWAUKEE AVE,1152,N,MILWAUKEE AVE,1152 N MILWAUKEE AVE,1/22/2016 0:00,1/28/2016 0:00,Completed,Toyota,V524983,6838933,1166075.123,1907832.704,Sedan 4 Door,1/21/2016,1/21/2016,-87.66541655,41.90267556,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-00406419,1279 N MILWAUKEE AVE,1279,N,MILWAUKEE AVE,1279 N MILWAUKEE AVE,1/22/2016 0:00,1/28/2016 0:00,Completed,Nissan,R175775,6838934,1165098.673,1908658.099,Sedan 4 Door,1/21/2016,1/21/2016,-87.66897973,41.90496131,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-00406421,1532 N MILWAUKEE AVE,1532,N,MILWAUKEE AVE,1532 N MILWAUKEE AVE,1/22/2016 0:00,1/28/2016 0:00,Completed,Ford,1820673B,6838935,1163171.12,1910280.86,Sedan 4 Door,1/21/2016,1/21/2016,-87.67601453,41.90945503,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-00406422,1457 W DIVISION ST,1457,W,DIVISION ST,1457 W DIVISION ST,1/22/2016 0:00,1/28/2016 0:00,Completed,Hyundai,L284,6838936,1166384.797,1908092.712,Sedan 4 Door,1/21/2016,1/21/2016,-87.66427162,41.90338242,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-00406425,2050 W DIVISION ST,2050,W,DIVISION ST,2050 W DIVISION ST,1/22/2016 0:00,1/28/2016 0:00,Completed,Toyota,P638900,6838937,1162850.16,1907995.7,Sedan 2 Door,1/21/2016,1/21/2016,-87.6772578,41.90319113,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-00406427,1911 W DIVISION ST,1911,W,DIVISION ST,1911 W DIVISION ST,1/22/2016 0:00,1/28/2016 0:00,Completed,Bmw,Y856591,6838938,1163395.526,1908011.613,Sedan 4 Door,1/21/2016,1/21/2016,-87.67525412,41.90322333,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-00406429,2111 W DIVISION ST,2111,W,DIVISION ST,2111 W DIVISION ST,1/22/2016 0:00,1/28/2016 0:00,Completed,Honda,R946392,6838939,1162111.692,1907972.253,Sedan 4 Door,1/21/2016,1/21/2016,-87.679971,41.90314225,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-00406431,1555 N MILWAUKEE AVE,1555,N,MILWAUKEE AVE,1555 N MILWAUKEE AVE,1/22/2016 0:00,2/4/2016 0:00,Completed,Nissan,522S680,6838940,1163023.318,1910407.042,Sedan 4 Door,1/21/2016,1/21/2016,-87.67655394,41.90980439,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-00406433,1558 N MILWAUKEE AVE,1558,N,MILWAUKEE AVE,1558 N MILWAUKEE AVE,1/22/2016 0:00,2/4/2016 0:00,Completed,Volkswagen,Z126736,6838941,1163004.018,1910423.442,Sedan 4 Door,1/21/2016,1/21/2016,-87.67662438,41.9098498,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-00406435,1553 N MILWAUKEE AVE,1553,N,MILWAUKEE AVE,1553 N MILWAUKEE AVE,1/22/2016 0:00,1/28/2016 0:00,Completed,Honda,S236415,6838942,1163036.118,1910396.042,Van,1/21/2016,1/21/2016,-87.67650723,41.90977393,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-00406790,1555 N MILWAUKEE AVE,1555,N,MILWAUKEE AVE,1555 N MILWAUKEE AVE,1/22/2016 0:00,1/28/2016 0:00,Completed,Honda,P942223,6838943,1163023.318,1910407.042,Carryall,1/21/2016,1/21/2016,-87.67655394,41.90980439,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-00406437,2373 N MILWAUKEE AVE,2373,N,MILWAUKEE AVE,2373 N MILWAUKEE AVE,1/22/2016 0:00,1/28/2016 0:00,Completed,Volvo,724LXP,6838944,1156911.965,1915473.03,Sedan 4 Door,1/21/2016,1/21/2016,-87.69886687,41.92383208,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-00406438,1729 W MADISON ST,1729,W,MADISON ST,1729 W MADISON ST,1/22/2016 0:00,2/4/2016 0:00,Completed,Toyota,189TX,6838945,1164745.63,1900070.938,Van,1/21/2016,1/21/2016,-87.67052024,41.88140499,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-00406440,3048 N MILWAUKEE AVE,3048,N,MILWAUKEE AVE,3048 N MILWAUKEE AVE,1/22/2016 0:00,1/28/2016 0:00,Completed,Toyota,S4132200,6838946,1151206.26,1920075.13,Sedan 4 Door,1/21/2016,1/21/2016,-87.71971094,41.93657456,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-00406443,4515 N MILWAUKEE AVE,4515,N,MILWAUKEE AVE,4515 N MILWAUKEE AVE,1/22/2016 0:00,1/28/2016 0:00,Completed,Ford,N979777,6838947,1141161.95,1929576.71,Sedan 4 Door,1/21/2016,1/21/2016,-87.75639035,41.96283913,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-00406445,4043 N MILWAUKEE AVE,4043,N,MILWAUKEE AVE,4043 N MILWAUKEE AVE,1/22/2016 0:00,1/28/2016 0:00,Completed,Honda,S390779,6838948,1143281.01,1926462.123,Sedan 4 Door,1/21/2016,1/21/2016,-87.74867738,41.95425302,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-00406447,1926 W FOSTER AVE,1926,W,FOSTER AVE,1926 W FOSTER AVE,1/22/2016 0:00,1/28/2016 0:00,Completed,Honda,Y701804,6838949,1162595.914,1934549.117,Sedan 4 Door,1/21/2016,1/21/2016,-87.67744543,41.97606056,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
