record,Service Request No,original_address_field,st_num_x,st_dir_x,st_name,Location,Created Date,Status Date,Status,Vehicle Make/Model,License Plate Number,Pound assigned inventory number,City X Coordinate,City Y Coordinate,Vehicle Body Style,impound_date,date,X Coordinate,Y Coordinate,iss_dt_tim,st_num_y,st_dir_y,st_nm,st_name_edit,address,lcns_plt_s,viol_cd,viol_desc,rpt_dstrct,vhcl_make,fine_lvl,tckt_que,year,on_route,datetime,penalty
4678,,,,,,,,,,,V152655,,,,,,12/6/2016 0:00,-87.76637,41.94476,12/6/2016 3:16,3519,N,CENTRAL AVE,CENTRAL AVE,3519 N CENTRAL AVE,IL,964060,3-7 AM SNOW ROUTE,16,BMW,60,Paid,2016,TRUE,12/6/2016 3:16,TICKET - NO TOW
4679,,,,,,,,,,,Q209326,,,,,,12/4/2016 0:00,-87.6178192,41.8454918,12/4/2016 3:19,2604,S,KING DR,MARTIN LUTHER KING DRIVE,2604 S KING DR,IL,964060,3-7 AM SNOW ROUTE,1,HYUN,60,Notice,2016,TRUE,12/4/2016 3:19,TICKET - NO TOW
4680,,,,,,,,,,,L985722,,,,,,12/4/2016 0:00,-87.617012,41.8406722,12/4/2016 3:23,2935,W,KING DR,MARTIN LUTHER KING DRIVE,2935 W KING DR,IL,964060,3-7 AM SNOW ROUTE,1,BUIC,60,Notice,2016,TRUE,12/4/2016 3:23,TICKET - NO TOW
4681,,,,,,,,,,,7692230,,,,,,12/4/2016 0:00,-87.70916,41.98187,12/4/2016 3:35,5518,N,KEDZIE,KEDZIE AVE,5518 N KEDZIE,IL,964060,3-7 AM SNOW ROUTE,17,CHEV,60,Notice,2016,TRUE,12/4/2016 3:35,TICKET - NO TOW
4682,,,,,,,,,,,Q973989,,,,,,12/4/2016 0:00,-87.7089871,41.981691,12/4/2016 3:38,5516,N,KEDZIE,KEDZIE AVE,5516 N KEDZIE,IL,964060,3-7 AM SNOW ROUTE,17,TOYT,60,Dismissed,2016,TRUE,12/4/2016 3:38,TICKET - NO TOW
4683,,,,,,,,,,,Q974019,,,,,,12/4/2016 0:00,-87.70914,41.98171,12/4/2016 3:40,5512,N,KEDZIE,KEDZIE AVE,5512 N KEDZIE,IL,964060,3-7 AM SNOW ROUTE,17,MITS,60,Notice,2016,TRUE,12/4/2016 3:40,TICKET - NO TOW
4684,,,,,,,,,,,E927547,,,,,,12/4/2016 0:00,-87.70913,41.9808,12/4/2016 3:44,5430,N,KEDZIE,KEDZIE AVE,5430 N KEDZIE,IL,964060,3-7 AM SNOW ROUTE,17,CHEV,60,Paid,2016,TRUE,12/4/2016 3:44,TICKET - NO TOW
4685,,,,,,,,,,,Q958346,,,,,,12/4/2016 0:00,-87.70913,41.98006,12/4/2016 3:47,5424,N,KEDZIE,KEDZIE AVE,5424 N KEDZIE,IL,964060,3-7 AM SNOW ROUTE,17,FORD,60,Paid,2016,TRUE,12/4/2016 3:47,TICKET - NO TOW
4686,,,,,,,,,,,5141106,,,,,,12/4/2016 0:00,-87.7088949,41.9800138,12/4/2016 5:48,5416,N,KEDZIE,KEDZIE AVE,5416 N KEDZIE,IL,964060,3-7 AM SNOW ROUTE,17,TOYT,60,Define,2016,TRUE,12/4/2016 5:48,TICKET - NO TOW
4687,,,,,,,,,,,991LYR,,,,,,12/4/2016 0:00,-87.7085565,41.9790759,12/4/2016 3:53,5347,N,KEDZIE,KEDZIE AVE,5347 N KEDZIE,IN,964060,3-7 AM SNOW ROUTE,17,TOYT,60,Notice,2016,TRUE,12/4/2016 3:53,TICKET - NO TOW
4688,,,,,,,,,,,S968254,,,,,,12/4/2016 0:00,-87.70905,41.97798,12/4/2016 3:56,5308,N,KEDZIE,KEDZIE AVE,5308 N KEDZIE,IL,964060,3-7 AM SNOW ROUTE,17,MAZD,60,Paid,2016,TRUE,12/4/2016 3:56,TICKET - NO TOW
4689,,,,,,,,,,,Q817499,,,,,,12/4/2016 0:00,-87.70835,41.9778,12/4/2016 3:58,5311,N,KEDZIE,KEDZIE AVE,5311 N KEDZIE,IL,964060,3-7 AM SNOW ROUTE,17,CHEV,60,Paid,2016,TRUE,12/4/2016 3:58,TICKET - NO TOW
4690,,,,,,,,,,,DL275D,,,,,,12/4/2016 0:00,-87.7088885,41.9771451,12/4/2016 4:00,5258,N,KEDZIE,KEDZIE AVE,5258 N KEDZIE,IL,964060,3-7 AM SNOW ROUTE,17,HOND,60,Define,2016,TRUE,12/4/2016 4:00,TICKET - NO TOW
4691,,,,,,,,,,,Q703488,,,,,,12/4/2016 0:00,-87.7088866,41.9769496,12/4/2016 4:05,5246,N,KEDZIE,KEDZIE AVE,5246 N KEDZIE,IL,964060,3-7 AM SNOW ROUTE,17,HOND,60,Paid,2016,TRUE,12/4/2016 4:05,TICKET - NO TOW
4692,,,,,,,,,,,130ZGA,,,,,,12/3/2016 0:00,-87.7085572,41.9791412,12/3/2016 3:20,5349,N,KEDZIE,KEDZIE AVE,5349 N KEDZIE,WI,964060,3-7 AM SNOW ROUTE,17,TOYT,60,Notice,2016,TRUE,12/3/2016 3:20,TICKET - NO TOW
4693,,,,,,,,,,,A822890,,,,,,12/3/2016 0:00,-87.70916,41.98281,12/3/2016 3:25,5552,N,KEDZIE,KEDZIE AVE,5552 N KEDZIE,IL,964060,3-7 AM SNOW ROUTE,17,TOYT,60,Paid,2016,TRUE,12/3/2016 3:25,TICKET - NO TOW
4694,,,,,,,,,,,V674084,,,,,,12/3/2016 0:00,-87.70914,41.98157,12/3/2016 3:33,5508,N,KEDZIE,KEDZIE AVE,5508 N KEDZIE,IL,964060,3-7 AM SNOW ROUTE,17,HOND,60,Paid,2016,TRUE,12/3/2016 3:33,TICKET - NO TOW
4695,,,,,,,,,,,Z377923,,,,,,12/3/2016 0:00,-87.70917,41.98149,12/3/2016 3:35,5500,N,KEDZIE,KEDZIE AVE,5500 N KEDZIE,IL,964060,3-7 AM SNOW ROUTE,17,MAZD,60,Court,2016,TRUE,12/3/2016 3:35,TICKET - NO TOW
4696,,,,,,,,,,,7692230,,,,,,12/3/2016 0:00,-87.70912,41.98035,12/3/2016 3:43,5428,N,KEDZIE,KEDZIE AVE,5428 N KEDZIE,IL,964060,3-7 AM SNOW ROUTE,17,CHEV,60,Notice,2016,TRUE,12/3/2016 3:43,TICKET - NO TOW
4697,,,,,,,,,,,Z452298,,,,,,12/3/2016 0:00,-87.70908,41.97774,12/3/2016 4:00,5302,N,KEDZIE,KEDZIE AVE,5302 N KEDZIE,IL,964060,3-7 AM SNOW ROUTE,17,VOLV,60,Paid,2016,TRUE,12/3/2016 4:00,TICKET - NO TOW
4698,,,,,,,,,,,V547086,,,,,,12/3/2016 0:00,-87.7088249,41.9760829,12/3/2016 4:09,5210,N,KEDZIE,KEDZIE AVE,5210 N KEDZIE,IL,964060,3-7 AM SNOW ROUTE,17,HOND,60,Dismissed,2016,TRUE,12/3/2016 4:09,TICKET - NO TOW
4699,,,,,,,,,,,Z797471,,,,,,12/7/2016 0:00,-87.70916,41.98267,12/7/2016 3:10,5548,N,KEDZIE,KEDZIE AVE,5548 N KEDZIE,IL,964060,3-7 AM SNOW ROUTE,17,TOYT,60,Define,2016,TRUE,12/7/2016 3:10,TICKET - NO TOW
4700,,,,,,,,,,,Y601198,,,,,,12/7/2016 0:00,-87.7089166,41.9787897,12/7/2016 3:22,5358,N,KEDZIE,KEDZIE AVE,5358 N KEDZIE,IL,964060,3-7 AM SNOW ROUTE,17,TOYT,60,Paid,2016,TRUE,12/7/2016 3:22,TICKET - NO TOW
4701,,,,,,,,,,,E687897,,,,,,12/7/2016 0:00,-87.7089203,41.9791529,12/7/2016 3:26,5344,N,KEDZIE,KEDZIE AVE,5344 N KEDZIE,IL,964060,3-7 AM SNOW ROUTE,17,CHEV,60,Paid,2016,TRUE,12/7/2016 3:26,TICKET - NO TOW
4702,,,,,,,,,,,V706497,,,,,,12/7/2016 0:00,-87.708553,41.9787223,12/7/2016 3:05,5355,N,KEDZIE,KEDZIE AVE,5355 N KEDZIE,IL,964060,3-7 AM SNOW ROUTE,17,TOYT,60,Paid,2016,TRUE,12/7/2016 3:05,TICKET - NO TOW
4703,,,,,,,,,,,G235708,,,,,,12/7/2016 0:00,-87.70393,41.7947,12/7/2016 3:20,5420,W,KEDZIE,KEDZIE AVE,5420 W KEDZIE,IL,964060,3-7 AM SNOW ROUTE,17,CHEV,60,Paid,2016,TRUE,12/7/2016 3:20,TICKET - NO TOW
4704,,,,,,,,,,,F136621,,,,,,12/7/2016 0:00,-87.7089163,41.978767,12/7/2016 3:21,5356,N,KEDZIE,KEDZIE AVE,5356 N KEDZIE,IL,964060,3-7 AM SNOW ROUTE,17,TOYT,60,Paid,2016,TRUE,12/7/2016 3:21,TICKET - NO TOW
4705,,,,,,,,,,,V841854,,,,,,12/7/2016 0:00,-87.70908,41.97886,12/7/2016 3:25,5342,N,KEDZIE,KEDZIE AVE,5342 N KEDZIE,IL,964060,3-7 AM SNOW ROUTE,17,MERZ,60,Paid,2016,TRUE,12/7/2016 3:25,TICKET - NO TOW
4706,,,,,,,,,,,Y708650,,,,,,12/6/2016 0:00,-87.70914,41.98157,12/6/2016 4:30,5508,N,KEDZIE,KEDZIE AVE,5508 N KEDZIE,IL,964060,3-7 AM SNOW ROUTE,17,GMC,60,Paid,2016,TRUE,12/6/2016 4:30,TICKET - NO TOW
4707,,,,,,,,,,,A644841,,,,,,12/6/2016 0:00,-87.7091,41.9797,12/6/2016 4:34,5406,N,KEDZIE,KEDZIE AVE,5406 N KEDZIE,IL,964060,3-7 AM SNOW ROUTE,17,NISS,60,Paid,2016,TRUE,12/6/2016 4:34,TICKET - NO TOW
4708,,,,,,,,,,,Y601198,,,,,,12/6/2016 0:00,-87.7089168,41.9788125,12/6/2016 4:38,5360,N,KEDZIE,KEDZIE AVE,5360 N KEDZIE,IL,964060,3-7 AM SNOW ROUTE,17,TOYT,60,Paid,2016,TRUE,12/6/2016 4:38,TICKET - NO TOW
4709,,,,,,,,,,,E816099,,,,,,12/6/2016 0:00,-87.70695,41.97556,12/6/2016 4:43,3123,W,FOSTER,FOSTER AVE,3123 W FOSTER,IL,964060,3-7 AM SNOW ROUTE,17,CHRY,60,Notice,2016,TRUE,12/6/2016 4:43,TICKET - NO TOW
4710,,,,,,,,,,,Q994839,,,,,,12/6/2016 0:00,-87.71021,41.9758749,12/6/2016 4:47,3234,W,FOSTER,FOSTER AVE,3234 W FOSTER,IL,964060,3-7 AM SNOW ROUTE,17,JEEP,60,Paid,2016,TRUE,12/6/2016 4:47,TICKET - NO TOW
4711,,,,,,,,,,,Z188750,,,,,,12/7/2016 0:00,-87.7007299,41.92531,12/7/2016 3:17,2415,N,MILWAUKEE,MILWAUKEE AVE,2415 N MILWAUKEE,IL,964060,3-7 AM SNOW ROUTE,14,LNDR,60,Paid,2016,TRUE,12/7/2016 3:17,TICKET - NO TOW
4712,,,,,,,,,,,3858255,,,,,,12/15/2016 0:00,-87.6817111,41.881244,12/15/2016 4:30,2208,W,MADISON,MADISON ST,2208 W MADISON,IL,964060,3-7 AM SNOW ROUTE,495,TOYT,60,Paid,2016,TRUE,12/15/2016 4:30,TICKET - NO TOW
4713,,,,,,,,,,,EOU9477,,,,,,12/7/2016 0:00,-87.7034278,41.9264648,12/7/2016 9:26,2494,N,MILWAUKEE,MILWAUKEE AVE,2494 N MILWAUKEE,OH,964060,3-7 AM SNOW ROUTE,14,HYUN,60,Paid,2016,TRUE,12/7/2016 9:26,TICKET - NO TOW
4714,,,,,,,,,,,P863460,,,,,,12/6/2016 0:00,-87.68031,41.97627,12/6/2016 5:08,2014,W,FOSTER,FOSTER AVE,2014 W FOSTER,IL,964060,3-7 AM SNOW ROUTE,20,VOLK,60,Notice,2016,TRUE,12/6/2016 5:08,TICKET - NO TOW
4715,,,,,,,,,,,S935780,,,,,,12/7/2016 0:00,-87.70681,41.89217,12/7/2016 7:00,604,N,KEDZIE,KEDZIE AVE,604 N KEDZIE,IL,964060,3-7 AM SNOW ROUTE,11,BUIC,60,Notice,2016,TRUE,12/7/2016 7:00,TICKET - NO TOW
4716,,,,,,,,,,,602370ST,,,,,,12/8/2016 0:00,-87.60589,41.74132,12/8/2016 4:45,8418,S,COTTAGE GROVE,COTTAGE GROVE AVE,8418 S COTTAGE GROVE,IL,964060,3-7 AM SNOW ROUTE,6,FLNR,60,Define,2016,TRUE,12/8/2016 4:45,TICKET - NO TOW
4717,,,,,,,,,,,2150734,,,,,,12/8/2016 0:00,-87.6048449,41.7316734,12/8/2016 4:49,8940,S,COTTAGE GROVE,COTTAGE GROVE AVE,8940 S COTTAGE GROVE,IN,964060,3-7 AM SNOW ROUTE,6,FLNR,60,Define,2016,TRUE,12/8/2016 4:49,TICKET - NO TOW
4718,,,,,,,,,,,Q862997,,,,,,12/5/2016 0:00,-87.7038,41.92702,12/5/2016 3:10,2513,N,MILWAUKEE,MILWAUKEE AVE,2513 N MILWAUKEE,IL,964060,3-7 AM SNOW ROUTE,14,MAZD,60,Paid,2016,TRUE,12/5/2016 3:10,TICKET - NO TOW
4719,,,,,,,,,,,Q189514,,,,,,12/5/2016 0:00,-87.704162,41.9272445,12/5/2016 3:13,2525,N,MILWAUKEE,MILWAUKEE AVE,2525 N MILWAUKEE,IL,964060,3-7 AM SNOW ROUTE,14,HYUN,60,Paid,2016,TRUE,12/5/2016 3:13,TICKET - NO TOW
4720,,,,,,,,,,,E205203,,,,,,12/5/2016 0:00,-87.66682,41.80885,12/5/2016 6:39,1644,W,47TH ST,47TH ST,1644 W 47TH ST,IL,964060,3-7 AM SNOW ROUTE,9,NISS,60,Paid,2016,FALSE,12/5/2016 6:39,TICKET - NO TOW
4721,,,,,,,,,,,S375879,,,,,,12/5/2016 0:00,-87.667626,41.8087049,12/5/2016 6:40,1700,W,47TH ST,47TH ST,1700 W 47TH ST,IL,964060,3-7 AM SNOW ROUTE,9,TOYT,60,Paid,2016,FALSE,12/5/2016 6:40,TICKET - NO TOW
4722,,,,,,,,,,,H938087,,,,,,12/7/2016 0:00,-87.76573,41.92695,12/7/2016 3:20,2539,N,CENTRAL,CENTRAL AVE,2539 N CENTRAL,IL,964060,3-7 AM SNOW ROUTE,25,HOND,60,Paid,2016,TRUE,12/7/2016 3:20,TICKET - NO TOW
4723,,,,,,,,,,,P858468,,,,,,12/7/2016 0:00,-87.73927,41.94888,12/7/2016 3:45,3729,N,MILWAUKEE,MILWAUKEE AVE,3729 N MILWAUKEE,IL,964060,3-7 AM SNOW ROUTE,17,MAZD,60,Notice,2016,TRUE,12/7/2016 3:45,TICKET - NO TOW
4724,,,,,,,,,,,G140987,,,,,,12/7/2016 0:00,-87.7065135,41.9756251,12/7/2016 4:02,3105,W,FOSTER,FOSTER AVE,3105 W FOSTER,IL,964060,3-7 AM SNOW ROUTE,17,HUMM,60,Define,2016,TRUE,12/7/2016 4:02,TICKET - NO TOW
4725,,,,,,,,,,,L662398,,,,,,12/7/2016 0:00,-87.66266,41.99794,12/7/2016 3:01,1259,W,DEVON,DEVON AVE,1259 W DEVON,IL,964060,3-7 AM SNOW ROUTE,24,HOND,60,Paid,2016,TRUE,12/7/2016 3:01,TICKET - NO TOW
4726,,,,,,,,,,,Q520931,,,,,,12/7/2016 0:00,-87.667565,41.9982549,12/7/2016 3:04,1446,W,DEVON,DEVON AVE,1446 W DEVON,IL,964060,3-7 AM SNOW ROUTE,24,CHEV,60,Paid,2016,TRUE,12/7/2016 3:04,TICKET - NO TOW
4727,,,,,,,,,,,Q702111,,,,,,12/7/2016 0:00,-87.6615,41.99794,12/7/2016 3:00,1221,W,DEVON,DEVON AVE,1221 W DEVON,IL,964060,3-7 AM SNOW ROUTE,24,DODG,60,Paid,2016,TRUE,12/7/2016 3:00,TICKET - NO TOW
4728,,,,,,,,,,,Z483365,,,,,,12/7/2016 0:00,-87.67339,42.00854,12/7/2016 3:11,6969,N,CLARK,CLARK ST,6969 N CLARK,IL,964060,3-7 AM SNOW ROUTE,24,FORD,60,Notice,2016,TRUE,12/7/2016 3:11,TICKET - NO TOW
4729,,,,,,,,,,,R946470,,,,,,12/6/2016 0:00,-87.69554,41.97554,12/6/2016 3:02,2637,W,FOSTER,FOSTER AVE,2637 W FOSTER,IL,964060,3-7 AM SNOW ROUTE,20,HOND,60,Paid,2016,TRUE,12/6/2016 3:02,TICKET - NO TOW
4730,,,,,,,,,,,Z420402,,,,,,12/6/2016 0:00,-87.67752,41.97632,12/6/2016 3:13,1926,W,FOSTER,FOSTER AVE,1926 W FOSTER,IL,964060,3-7 AM SNOW ROUTE,20,SUBA,60,Define,2016,TRUE,12/6/2016 3:13,TICKET - NO TOW
4731,,,,,,,,,,,E290152,,,,,,12/2/2016 0:00,-87.70552,41.84974,12/2/2016 3:04,2304,S,KEDZIEA VE,KEDZIE AVE,2304 S KEDZIEA VE,IL,964060,3-7 AM SNOW ROUTE,10,JEEP,60,Notice,2016,TRUE,12/2/2016 3:04,TICKET - NO TOW
4732,,,,,,,,,,,1172189,,,,,,12/2/2016 0:00,-87.70551,41.84926,12/2/2016 3:06,2320,S,KEDZIE AVE,KEDZIE AVE,2320 S KEDZIE AVE,IL,964060,3-7 AM SNOW ROUTE,10,FORD,60,Define,2016,TRUE,12/2/2016 3:06,TICKET - NO TOW
4733,,,,,,,,,,,E701790,,,,,,12/2/2016 0:00,-87.70548,41.8475899,12/2/2016 3:07,2418,S,KEDZIEA VE,KEDZIE AVE,2418 S KEDZIEA VE,IL,964060,3-7 AM SNOW ROUTE,10,GMC,60,Paid,2016,TRUE,12/2/2016 3:07,TICKET - NO TOW
4734,,,,,,,,,,,C811171,,,,,,12/2/2016 0:00,-87.70475,41.8475899,12/2/2016 3:14,2417,S,KEDZIE AVE,KEDZIE AVE,2417 S KEDZIE AVE,IN,964060,3-7 AM SNOW ROUTE,10,CHEV,60,Define,2016,TRUE,12/2/2016 3:14,TICKET - NO TOW
4735,,,,,,,,,,,Z263382,,,,,,12/2/2016 0:00,-87.7047599,41.84787,12/2/2016 3:16,2407,S,KEDZIE AVE,KEDZIE AVE,2407 S KEDZIE AVE,IL,964060,3-7 AM SNOW ROUTE,10,TOYT,60,Paid,2016,TRUE,12/2/2016 3:16,TICKET - NO TOW
4736,,,,,,,,,,,Q127028,,,,,,12/2/2016 0:00,-87.705251,41.8458186,12/2/2016 3:21,2514,S,KEDZIE AVE,KEDZIE AVE,2514 S KEDZIE AVE,IL,964060,3-7 AM SNOW ROUTE,10,JEEP,60,Notice,2016,TRUE,12/2/2016 3:21,TICKET - NO TOW
4737,,,,,,,,,,,Q345088,,,,,,12/2/2016 0:00,-87.70469,41.84563,12/2/2016 3:23,2523,S,KEDZIE AVE,KEDZIE AVE,2523 S KEDZIE AVE,IL,964060,3-7 AM SNOW ROUTE,10,JEEP,60,Paid,2016,TRUE,12/2/2016 3:23,TICKET - NO TOW
4738,,,,,,,,,,,E650521,,,,,,12/5/2016 0:00,-87.70539,41.8451,12/5/2016 3:30,2540,S,KEDZIE,KEDZIE AVE,2540 S KEDZIE,IL,964060,3-7 AM SNOW ROUTE,10,FORD,60,Paid,2016,TRUE,12/5/2016 3:30,TICKET - NO TOW
4739,,,,,,,,,,,82227PB,,,,,,12/5/2016 0:00,-87.7052547,41.8459598,12/5/2016 3:34,2508,S,KEDZIE,KEDZIE AVE,2508 S KEDZIE,IL,964060,3-7 AM SNOW ROUTE,10,CHEV,60,Paid,2016,TRUE,12/5/2016 3:34,TICKET - NO TOW
4740,,,,,,,,,,,H335489,,,,,,12/5/2016 0:00,-87.66904,41.80882,12/5/2016 6:42,1740,W,47TH ST,47TH ST,1740 W 47TH ST,IL,964060,3-7 AM SNOW ROUTE,9,MAZD,60,Court,2016,FALSE,12/5/2016 6:42,TICKET - NO TOW
4741,,,,,,,,,,,Z339192,,,,,,12/5/2016 0:00,-87.66912,41.80882,12/5/2016 6:44,1742,W,47TH ST,47TH ST,1742 W 47TH ST,IL,964060,3-7 AM SNOW ROUTE,9,HOND,60,Paid,2016,FALSE,12/5/2016 6:44,TICKET - NO TOW
4742,,,,,,,,,,,179745EN,,,,,,12/5/2016 0:00,-87.67165,41.8088,12/5/2016 6:44,1846,W,47TH ST,47TH ST,1846 W 47TH ST,IL,964060,3-7 AM SNOW ROUTE,9,DODG,60,Define,2016,FALSE,12/5/2016 6:44,TICKET - NO TOW
4743,,,,,,,,,,,Q314069,,,,,,12/5/2016 0:00,-87.67501,41.80794,12/5/2016 6:52,4716,S,DAMEN,DAMEN,4716 S DAMEN,IL,964060,3-7 AM SNOW ROUTE,9,HYUN,60,Paid,2016,FALSE,12/5/2016 6:52,TICKET - NO TOW
4744,,,,,,,,,,,Q172559,,,,,,12/5/2016 0:00,-87.67501,41.80794,12/5/2016 6:54,4716,S,DAMEN,DAMEN,4716 S DAMEN,IL,964060,3-7 AM SNOW ROUTE,9,TOYT,60,Notice,2016,FALSE,12/5/2016 6:54,TICKET - NO TOW
4745,,,,,,,,,,,Y729864,,,,,,12/5/2016 0:00,-87.67431,41.8076,12/5/2016 6:54,4729,S,DAMEN,DAMEN,4729 S DAMEN,IL,964060,3-7 AM SNOW ROUTE,9,FORD,60,Paid,2016,FALSE,12/5/2016 6:54,TICKET - NO TOW
4746,,,,,,,,,,,E264813,,,,,,12/6/2016 0:00,-87.62761,41.86151,12/6/2016 3:17,1512,S,STATE,STATE ST,1512 S STATE,IL,964060,3-7 AM SNOW ROUTE,1,LINC,60,Notice,2016,TRUE,12/6/2016 3:17,TICKET - NO TOW
4747,,,,,,,,,,,4808000,,,,,,12/2/2016 0:00,-87.67201,42.00323,12/2/2016 3:11,6653,N,CLARK,CLARK ST,6653 N CLARK,IL,964060,3-7 AM SNOW ROUTE,24,MERZ,60,Paid,2016,TRUE,12/2/2016 3:11,TICKET - NO TOW
4748,,,,,,,,,,,X554791,,,,,,12/1/2016 0:00,-87.67418,42.00806,12/1/2016 3:48,6952,N,CLARK,CLARK ST,6952 N CLARK,IL,964060,3-7 AM SNOW ROUTE,24,CHEV,60,Paid,2016,TRUE,12/1/2016 3:48,TICKET - NO TOW
4749,,,,,,,,,,,E116283,,,,,,12/1/2016 0:00,-87.7506011,41.9564009,12/1/2016 3:30,4139,N,MILWAUKEE AVE,MILWAUKEE AVE,4139 N MILWAUKEE AVE,IL,964060,3-7 AM SNOW ROUTE,16,BMW,60,Paid,2016,TRUE,12/1/2016 3:30,TICKET - NO TOW
4750,,,,,,,,,,,E135229,,,,,,12/1/2016 0:00,-87.6537565,41.7444776,12/1/2016 4:10,8214,S,RACINE,RACINE,8214 S RACINE,IL,964060,3-7 AM SNOW ROUTE,6,BUIC,60,Dismissed,2016,FALSE,12/1/2016 4:10,TICKET - NO TOW
4751,,,,,,,,,,,SANY460,,,,,,12/1/2016 0:00,-87.6725467,42.0042505,12/1/2016 3:33,6727,N,CLARK,CLARK ST,6727 N CLARK,IL,964060,3-7 AM SNOW ROUTE,24,HOND,60,Paid,2016,TRUE,12/1/2016 3:33,TICKET - NO TOW
4752,,,,,,,,,,,V746278,,,,,,12/1/2016 0:00,-87.7051051,41.8516115,12/1/2016 3:32,2205,S,KEDZIE,KEDZIE AVE,2205 S KEDZIE,IL,964060,3-7 AM SNOW ROUTE,8,HOND,60,Paid,2016,TRUE,12/1/2016 3:32,TICKET - NO TOW
4753,,,,,,,,,,,Q624485,,,,,,12/1/2016 0:00,-87.6749617,42.0135233,12/1/2016 4:33,7258,N,CLARK,CLARK ST,7258 N CLARK,IL,964060,3-7 AM SNOW ROUTE,24,CHEV,60,Paid,2016,TRUE,12/1/2016 4:33,TICKET - NO TOW
4754,,,,,,,,,,,239T131,,,,,,12/1/2016 0:00,-87.6751124,42.0144025,12/1/2016 4:08,7302,N,CLARK,CLARK ST,7302 N CLARK,IL,964060,3-7 AM SNOW ROUTE,24,NISS,120,Notice,2016,TRUE,12/1/2016 4:08,TICKET - NO TOW
4755,,,,,,,,,,,ZX73740,,,,,,12/1/2016 0:00,-87.7030355,41.7819023,12/1/2016 3:56,6119,S,KEDZIE,KEDZIE AVE,6119 S KEDZIE,IL,964060,3-7 AM SNOW ROUTE,8,FORD,120,Notice,2016,TRUE,12/1/2016 3:56,TICKET - NO TOW
4756,,,,,,,,,,,Q584562,,,,,,12/1/2016 0:00,-87.6753472,42.0158706,12/1/2016 4:30,7370,N,CLARK,CLARK ST,7370 N CLARK,IL,964060,3-7 AM SNOW ROUTE,24,BUIC,60,Paid,2016,TRUE,12/1/2016 4:30,TICKET - NO TOW
4757,,,,,,,,,,,186T527,,,,,,12/1/2016 0:00,-87.70242,41.76367,12/1/2016 3:55,7121,S,KEDZIE,KEDZIE AVE,7121 S KEDZIE,IL,964060,3-7 AM SNOW ROUTE,8,HOND,120,Notice,2016,TRUE,12/1/2016 3:55,TICKET - NO TOW
4758,,,,,,,,,,,4968268,,,,,,12/7/2016 0:00,-87.5527419,41.7520493,12/7/2016 4:14,2950,E,79TH STREET,79TH ST,2950 E 79TH STREET,IL,964060,3-7 AM SNOW ROUTE,4,CHEV,60,Define,2016,TRUE,12/7/2016 4:14,TICKET - NO TOW
4759,,,,,,,,,,,S261142,,,,,,12/7/2016 0:00,-87.7181,41.70568,12/7/2016 3:40,3855,W,103RD ST,103RD ST,3855 W 103RD ST,IL,964060,3-7 AM SNOW ROUTE,22,HOND,60,Paid,2016,TRUE,12/7/2016 3:40,TICKET - NO TOW
4760,,,,,,,,,,,P334634,,,,,,12/8/2016 0:00,-87.7088949,41.9800071,12/8/2016 3:19,5412,N,KEDZIE,KEDZIE AVE,5412 N KEDZIE,IL,964060,3-7 AM SNOW ROUTE,17,HOND,60,Paid,2016,TRUE,12/8/2016 3:19,TICKET - NO TOW
4761,,,,,,,,,,,P861150,,,,,,12/8/2016 0:00,-87.7307366,41.9434805,12/8/2016 3:08,3409,N,MILWAUEKE,MILWAUKEE AVE,3409 N MILWAUEKE,IL,964060,3-7 AM SNOW ROUTE,17,VOLV,60,Paid,2016,TRUE,12/8/2016 3:08,TICKET - NO TOW
4762,,,,,,,,,,,P861150,,,,,,12/8/2016 0:00,-87.7304599,41.94342,12/8/2016 3:28,3407,N,MILWAUKEE,MILWAUKEE AVE,3407 N MILWAUKEE,IL,964060,3-7 AM SNOW ROUTE,17,VOLV,60,Paid,2016,TRUE,12/8/2016 3:28,TICKET - NO TOW
4763,,,,,,,,,,,E713294,,,,,,12/8/2016 0:00,-87.67715,41.90986,12/8/2016 3:23,1572,N,MILWAUKEE,MILWAUKEE AVE,1572 N MILWAUKEE,IL,964060,3-7 AM SNOW ROUTE,14,NISS,60,Paid,2016,TRUE,12/8/2016 3:23,TICKET - NO TOW
4764,,,,,,,,,,,Z688257,,,,,,12/8/2016 0:00,-87.70359,41.9271,12/8/2016 3:10,2507,N,MILWAUKEE,MILWAUKEE AVE,2507 N MILWAUKEE,IL,964060,3-7 AM SNOW ROUTE,14,TOYT,60,Paid,2016,TRUE,12/8/2016 3:10,TICKET - NO TOW
4765,,,,,,,,,,,S489770,,,,,,12/8/2016 0:00,-87.7038,41.92702,12/8/2016 3:15,2513,N,MILWAUKEE,MILWAUKEE AVE,2513 N MILWAUKEE,IL,964060,3-7 AM SNOW ROUTE,14,NISS,60,Paid,2016,TRUE,12/8/2016 3:15,TICKET - NO TOW
4766,,,,,,,,,,,JMF4561,,,,,,12/8/2016 0:00,-87.70531,41.92757,12/8/2016 3:17,2550,N,MILWAUKEE,MILWAUKEE AVE,2550 N MILWAUKEE,PA,964060,3-7 AM SNOW ROUTE,14,HOND,60,Paid,2016,TRUE,12/8/2016 3:17,TICKET - NO TOW
